dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,erpnext_database,tabSales Invoice Timesheet List,modified,3,datetime,,,,,
mysql,erpnext_database,tabSales Invoice Timesheet List,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSales Invoice Timesheet List,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSales Invoice Timesheet List,docstatus,6,int,,,,,
mysql,erpnext_database,tabSales Invoice Timesheet List,parent,7,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice Timesheet List,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice Timesheet List,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice Timesheet List,idx,10,int,,,,,
mysql,erpnext_database,tabSales Invoice Timesheet List,timesheet,11,varchar,140,FOREIGN KEY,erpnext_database,tabTimesheet,name
mysql,erpnext_database,tabSales Invoice Timesheet List,billing_period,12,int,,,,,
mysql,erpnext_database,tabSales Invoice Timesheet List,billing_amount,13,decimal,,,,,
mysql,erpnext_database,tabSales Invoice Timesheet List,employee_name,14,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice Timesheet List,voicing_employee,15,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,creation,2,datetime,,,,,
mysql,erpnext_database,tabQuiz Activity,modified,3,datetime,,,,,
mysql,erpnext_database,tabQuiz Activity,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabQuiz Activity,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabQuiz Activity,docstatus,6,int,,,,,
mysql,erpnext_database,tabQuiz Activity,parent,7,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,idx,10,int,,,,,
mysql,erpnext_database,tabQuiz Activity,status,11,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,_assign,12,text,65535,,,,
mysql,erpnext_database,tabQuiz Activity,_comments,13,text,65535,,,,
mysql,erpnext_database,tabQuiz Activity,activity_date,14,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,_liked_by,15,text,65535,,,,
mysql,erpnext_database,tabQuiz Activity,quiz,16,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,course,17,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,score,18,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,student,19,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,_user_tags,20,text,65535,,,,
mysql,erpnext_database,tabQuiz Activity,enrollment,21,varchar,140,,,,
mysql,erpnext_database,tabQuiz Activity,time_taken,22,decimal,,,,,
mysql,erpnext_database,tabWebsite Route Redirect,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabTherapy Session,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabCommunication,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabWebsite Route Redirect,creation,2,datetime,,,,,
mysql,erpnext_database,tabWebsite Route Redirect,modified,3,datetime,,,,,
mysql,erpnext_database,tabWebsite Route Redirect,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabWebsite Route Redirect,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabWebsite Route Redirect,docstatus,6,int,,,,,
mysql,erpnext_database,tabWebsite Route Redirect,parent,7,varchar,140,,,,
mysql,erpnext_database,tabWebsite Route Redirect,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabWebsite Route Redirect,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabWebsite Route Redirect,idx,10,int,,,,,
mysql,erpnext_database,tabWebsite Route Redirect,source,11,text,65535,,,,
mysql,erpnext_database,tabWebsite Route Redirect,target,12,text,65535,,,,
mysql,erpnext_database,tabTherapy Session,creation,2,datetime,,,,,
mysql,erpnext_database,tabTherapy Session,modified,3,datetime,,,,,
mysql,erpnext_database,tabTherapy Session,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabTherapy Session,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabTherapy Session,docstatus,6,int,,,,,
mysql,erpnext_database,tabTherapy Session,parent,7,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,idx,10,int,,,,,
mysql,erpnext_database,tabTherapy Session,naming_series,11,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,appointment,12,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,patient,13,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,patient_name,14,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,patient_age,15,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,gender,16,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,company,17,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,therapy_plan,18,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,therapy_type,19,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,practitioner,20,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,department,21,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,medical_code,22,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,duration,23,int,,,,,
mysql,erpnext_database,tabTherapy Session,rate,24,decimal,,,,,
mysql,erpnext_database,tabTherapy Session,location,25,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,service_unit,26,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,start_date,27,date,,,,,
mysql,erpnext_database,tabTherapy Session,start_time,28,time,,,,,
mysql,erpnext_database,tabTherapy Session,invoiced,29,int,,,,,
mysql,erpnext_database,tabTherapy Session,total_counts_targeted,30,int,,,,,
mysql,erpnext_database,tabTherapy Session,total_counts_completed,31,int,,,,,
mysql,erpnext_database,tabTherapy Session,amended_from,32,varchar,140,,,,
mysql,erpnext_database,tabTherapy Session,_user_tags,33,text,65535,,,,
mysql,erpnext_database,tabTherapy Session,_comments,34,text,65535,,,,
mysql,erpnext_database,tabTherapy Session,_assign,35,text,65535,,,,
mysql,erpnext_database,tabTherapy Session,_liked_by,36,text,65535,,,,
mysql,erpnext_database,tabCommunication,creation,2,datetime,,,,,
mysql,erpnext_database,tabCommunication,modified,3,datetime,,,,,
mysql,erpnext_database,tabCommunication,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCommunication,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCommunication,docstatus,6,int,,,,,
mysql,erpnext_database,tabCommunication,parent,7,varchar,140,,,,
mysql,erpnext_database,tabCommunication,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabCommunication,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabCommunication,idx,10,int,,,,,
mysql,erpnext_database,tabCommunication,rating,11,int,,,,,
mysql,erpnext_database,tabCommunication,uid,12,int,,,,,
mysql,erpnext_database,tabCommunication,comment_type,13,varchar,140,,,,
mysql,erpnext_database,tabCommunication,cc,14,longtext,4294967295,,,,
mysql,erpnext_database,tabCommunication,seen,15,int,,,,,
mysql,erpnext_database,tabCommunication,email_account,16,varchar,140,FOREIGN KEY,erpnext_database,tabEmail Account,name
mysql,erpnext_database,tabCommunication,email_status,17,varchar,140,,,,
mysql,erpnext_database,tabCommunication,reference_owner,18,varchar,140,,,,
mysql,erpnext_database,tabCommunication,subject,19,text,65535,,,,
mysql,erpnext_database,tabCommunication,reference_doctype,20,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabCommunication,feedback_request,21,varchar,140,,,,
mysql,erpnext_database,tabCommunication,_comments,22,text,65535,,,,
mysql,erpnext_database,tabCommunication,unread_notification_sent,23,int,,,,,
mysql,erpnext_database,tabCommunication,read_by_recipient_on,24,datetime,,,,,
mysql,erpnext_database,tabCommunication,content,25,longtext,4294967295,,,,
mysql,erpnext_database,tabCommunication,communication_medium,26,varchar,140,,,,
mysql,erpnext_database,tabCommunication,has_attachment,27,int,,,,,
mysql,erpnext_database,tabCommunication,communication_type,28,varchar,140,,,,
mysql,erpnext_database,tabCommunication,message_id,29,text,65535,,,,
mysql,erpnext_database,tabCommunication,status,30,varchar,140,,,,
mysql,erpnext_database,tabCommunication,_liked_by,31,text,65535,,,,
mysql,erpnext_database,tabCommunication,recipients,32,longtext,4294967295,,,,
mysql,erpnext_database,tabCommunication,email_template,33,varchar,140,FOREIGN KEY,erpnext_database,tabEmail Template,name
mysql,erpnext_database,tabCommunication,reference_name,34,varchar,140,,,,
mysql,erpnext_database,tabCommunication,_assign,35,text,65535,,,,
mysql,erpnext_database,tabCommunication,read_by_recipient,36,int,,,,,
mysql,erpnext_database,tabCommunication,text_content,37,longtext,4294967295,,,,
mysql,erpnext_database,tabCommunication,user,38,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCommunication,delivery_status,39,varchar,140,,,,
mysql,erpnext_database,tabCommunication,in_reply_to,40,varchar,140,FOREIGN KEY,erpnext_database,tabCommunication,name
mysql,erpnext_database,tabCommunication,_user_tags,41,text,65535,,,,
mysql,erpnext_database,tabCommunication,sender,42,varchar,255,,,,
mysql,erpnext_database,tabCommunication,read_receipt,43,int,,,,,
mysql,erpnext_database,tabCommunication,sent_or_received,44,varchar,140,,,,
mysql,erpnext_database,tabCommunication,sender_full_name,45,varchar,140,,,,
mysql,erpnext_database,tabCommunication,bcc,46,longtext,4294967295,,,,
mysql,erpnext_database,tabCommunication,phone_no,47,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabLower Deduction Certificate,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabLower Deduction Certificate,certificate_no,13,varchar,140,UNIQUE,,,
mysql,erpnext_database,tabExercise Type,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabFertilizer,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabFertilizer,fertilizer_name,15,varchar,140,UNIQUE,,,
mysql,erpnext_database,tabCommunication,_seen,48,text,65535,,,,
mysql,erpnext_database,tabCommunication,communication_date,49,datetime,,,,,
mysql,erpnext_database,tabCommunication,to_to_,50,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCommunication,imap_folder,51,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,creation,2,datetime,,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,modified,3,datetime,,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabBank Statement Transaction Payment Item,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabBank Statement Transaction Payment Item,docstatus,6,int,,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,parent,7,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,idx,10,int,,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,account,11,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,description,12,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,invoices,13,text,65535,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,party_type,14,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,mode_of_payment,15,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,reference_type,16,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,outstanding_amount,17,decimal,,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,amount,18,decimal,,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,transaction_date,19,date,,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,reference_name,20,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,party,21,varchar,140,,,,
mysql,erpnext_database,tabBank Statement Transaction Payment Item,payment_reference,22,varchar,140,,,,
mysql,erpnext_database,tabLower Deduction Certificate,creation,2,datetime,,,,,
mysql,erpnext_database,tabLower Deduction Certificate,modified,3,datetime,,,,,
mysql,erpnext_database,tabLower Deduction Certificate,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabLower Deduction Certificate,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabLower Deduction Certificate,docstatus,6,int,,,,,
mysql,erpnext_database,tabLower Deduction Certificate,parent,7,varchar,140,,,,
mysql,erpnext_database,tabLower Deduction Certificate,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabLower Deduction Certificate,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabLower Deduction Certificate,idx,10,int,,,,,
mysql,erpnext_database,tabLower Deduction Certificate,tax_withholding_category,11,varchar,140,FOREIGN KEY,erpnext_database,tabTax Withholding Category,name
mysql,erpnext_database,tabLower Deduction Certificate,fiscal_year,12,varchar,140,FOREIGN KEY,erpnext_database,tabFiscal Year,name
mysql,erpnext_database,tabLower Deduction Certificate,supplier,14,varchar,140,FOREIGN KEY,erpnext_database,tabSupplier,name
mysql,erpnext_database,tabLower Deduction Certificate,pan_no,15,varchar,140,,,,
mysql,erpnext_database,tabLower Deduction Certificate,valid_from,16,date,,,,,
mysql,erpnext_database,tabLower Deduction Certificate,valid_upto,17,date,,,,,
mysql,erpnext_database,tabLower Deduction Certificate,rate,18,decimal,,,,,
mysql,erpnext_database,tabLower Deduction Certificate,certificate_limit,19,decimal,,,,,
mysql,erpnext_database,tabLower Deduction Certificate,_user_tags,20,text,65535,,,,
mysql,erpnext_database,tabLower Deduction Certificate,_comments,21,text,65535,,,,
mysql,erpnext_database,tabLower Deduction Certificate,_assign,22,text,65535,,,,
mysql,erpnext_database,tabLower Deduction Certificate,_liked_by,23,text,65535,,,,
mysql,erpnext_database,tabLower Deduction Certificate,company,24,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabExercise Type,creation,2,datetime,,,,,
mysql,erpnext_database,tabExercise Type,modified,3,datetime,,,,,
mysql,erpnext_database,tabExercise Type,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabExercise Type,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabExercise Type,docstatus,6,int,,,,,
mysql,erpnext_database,tabExercise Type,parent,7,varchar,140,,,,
mysql,erpnext_database,tabExercise Type,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabExercise Type,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabExercise Type,idx,10,int,,,,,
mysql,erpnext_database,tabExercise Type,exercise_name,11,varchar,140,,,,
mysql,erpnext_database,tabExercise Type,difficulty_level,12,varchar,140,,,,
mysql,erpnext_database,tabExercise Type,description,13,longtext,4294967295,,,,
mysql,erpnext_database,tabExercise Type,exercise_steps,14,text,65535,,,,
mysql,erpnext_database,tabExercise Type,exercise_video,15,varchar,140,,,,
mysql,erpnext_database,tabExercise Type,_user_tags,16,text,65535,,,,
mysql,erpnext_database,tabExercise Type,_comments,17,text,65535,,,,
mysql,erpnext_database,tabExercise Type,_assign,18,text,65535,,,,
mysql,erpnext_database,tabExercise Type,_liked_by,19,text,65535,,,,
mysql,erpnext_database,tabFertilizer,creation,2,datetime,,,,,
mysql,erpnext_database,tabFertilizer,modified,3,datetime,,,,,
mysql,erpnext_database,tabFertilizer,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabFertilizer,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabFertilizer,docstatus,6,int,,,,,
mysql,erpnext_database,tabFertilizer,parent,7,varchar,140,,,,
mysql,erpnext_database,tabFertilizer,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabFertilizer,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabFertilizer,idx,10,int,,,,,
mysql,erpnext_database,tabFertilizer,_liked_by,11,text,65535,,,,
mysql,erpnext_database,tabFertilizer,density,12,varchar,140,,,,
mysql,erpnext_database,tabFertilizer,_comments,13,text,65535,,,,
mysql,erpnext_database,tabFertilizer,_assign,14,text,65535,,,,
mysql,erpnext_database,tabFertilizer,item,16,varchar,140,,,,
mysql,erpnext_database,tabFertilizer,_user_tags,17,text,65535,,,,
mysql,erpnext_database,tabBOM Item,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabContact Email,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabAppraisal,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabBOM Item,creation,2,datetime,,,,,
mysql,erpnext_database,tabBOM Item,modified,3,datetime,,,,,
mysql,erpnext_database,tabBOM Item,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabBOM Item,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabBOM Item,docstatus,6,int,,,,,
mysql,erpnext_database,tabBOM Item,parent,7,varchar,140,,,,
mysql,erpnext_database,tabBOM Item,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabBOM Item,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabBOM Item,idx,10,int,,,,,
mysql,erpnext_database,tabBOM Item,stock_qty,11,decimal,,,,,
mysql,erpnext_database,tabBOM Item,qty_consumed_per_unit,12,decimal,,,,,
mysql,erpnext_database,tabBOM Item,base_amount,13,decimal,,,,,
mysql,erpnext_database,tabBOM Item,qty,14,decimal,,,,,
mysql,erpnext_database,tabBOM Item,rate,15,decimal,,,,,
mysql,erpnext_database,tabBOM Item,allow_alternative_item,16,int,,,,,
mysql,erpnext_database,tabBOM Item,operation,17,varchar,140,FOREIGN KEY,erpnext_database,tabOperation,name
mysql,erpnext_database,tabBOM Item,stock_uom,18,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabBOM Item,include_item_in_manufacturing,19,int,,,,,
mysql,erpnext_database,tabBOM Item,item_name,20,varchar,140,,,,
mysql,erpnext_database,tabBOM Item,scrap,21,decimal,,,,,
mysql,erpnext_database,tabBOM Item,conversion_factor,22,decimal,,,,,
mysql,erpnext_database,tabBOM Item,original_item,23,varchar,140,FOREIGN KEY,erpnext_database,tabItem,name
mysql,erpnext_database,tabBOM Item,image,24,text,65535,,,,
mysql,erpnext_database,tabBOM Item,uom,25,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabBOM Item,description,26,longtext,4294967295,,,,
mysql,erpnext_database,tabBOM Item,base_rate,27,decimal,,,,,
mysql,erpnext_database,tabBOM Item,item_code,28,varchar,140,FOREIGN KEY,erpnext_database,tabItem,name
mysql,erpnext_database,tabBOM Item,source_warehouse,29,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabBOM Item,bom_no,30,varchar,140,FOREIGN KEY,erpnext_database,tabBOM,name
mysql,erpnext_database,tabBOM Item,amount,31,decimal,,,,,
mysql,erpnext_database,tabBOM Item,has_variants,32,int,,,,,
mysql,erpnext_database,tabBOM Item,sourced_by_supplier,33,int,,,,,
mysql,erpnext_database,tabBOM Item,do_not_explode,34,int,,,,,
mysql,erpnext_database,tabBOM Item,is_stock_item,35,int,,,,,
mysql,erpnext_database,tabContact Email,creation,2,datetime,,,,,
mysql,erpnext_database,tabContact Email,modified,3,datetime,,,,,
mysql,erpnext_database,tabContact Email,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabContact Email,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabContact Email,docstatus,6,int,,,,,
mysql,erpnext_database,tabContact Email,parent,7,varchar,140,,,,
mysql,erpnext_database,tabContact Email,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabContact Email,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabContact Email,idx,10,int,,,,,
mysql,erpnext_database,tabContact Email,email_id,11,varchar,140,,,,
mysql,erpnext_database,tabContact Email,is_primary,12,int,,,,,
mysql,erpnext_database,tabAppraisal,creation,2,datetime,,,,,
mysql,erpnext_database,tabAppraisal,modified,3,datetime,,,,,
mysql,erpnext_database,tabAppraisal,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAppraisal,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAppraisal,docstatus,6,int,,,,,
mysql,erpnext_database,tabAppraisal,parent,7,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,idx,10,int,,,,,
mysql,erpnext_database,tabAppraisal,kra_template,11,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,naming_series,12,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,_user_tags,13,text,65535,,,,
mysql,erpnext_database,tabAppraisal,amended_from,14,varchar,140,FOREIGN KEY,erpnext_database,tabAppraisal,name
mysql,erpnext_database,tabAppraisal,employee,15,varchar,140,FOREIGN KEY,erpnext_database,tabEmployee,name
mysql,erpnext_database,tabAppraisal,company,16,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabAppraisal,status,17,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,_liked_by,18,text,65535,,,,
mysql,erpnext_database,tabAppraisal,end_date,19,date,,,,,
mysql,erpnext_database,tabAppraisal,total_score,20,decimal,,,,,
mysql,erpnext_database,tabAppraisal,_assign,21,text,65535,,,,
mysql,erpnext_database,tabAppraisal,department,22,varchar,140,FOREIGN KEY,erpnext_database,tabDepartment,name
mysql,erpnext_database,tabAppraisal,employee_name,23,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,remarks,24,text,65535,,,,
mysql,erpnext_database,tabAppraisal,_comments,25,text,65535,,,,
mysql,erpnext_database,tabAppraisal,start_date,26,date,,,,,
mysql,erpnext_database,tabAppraisal,employee_mail,27,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAppraisal,team_lead_mail,28,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAppraisal,mail_sent_to_tl,29,int,,,,,
mysql,erpnext_database,tabAppraisal,mail_sent_to_manager,30,int,,,,,
mysql,erpnext_database,tabAppraisal,date_of_joining,31,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,appraisal_period,32,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,appraisal_cycle,33,varchar,140,FOREIGN KEY,erpnext_database,tabAppraisal Cycle,name
mysql,erpnext_database,tabAppraisal,question_1,34,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_2,35,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_3,36,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_4,37,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_5,38,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_6,39,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_7,40,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_8,41,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_9,42,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_10,43,text,65535,,,,
mysql,erpnext_database,tabAppraisal,question_11,44,text,65535,,,,
mysql,erpnext_database,tabAppraisal,total_employee_score,45,decimal,,,,,
mysql,erpnext_database,tabAppraisal,total_tl_score,46,decimal,,,,,
mysql,erpnext_database,tabAppraisal,tl_remarks,47,text,65535,,,,
mysql,erpnext_database,tabAppraisal,manager_remarks,48,text,65535,,,,
mysql,erpnext_database,tabAppraisal,appraisal_quarter,49,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,for_emp,50,decimal,,,,,
mysql,erpnext_database,tabAppraisal,for_tl,51,decimal,,,,,
mysql,erpnext_database,tabAppraisal,for_manager,52,decimal,,,,,
mysql,erpnext_database,tabAppraisal,total_team_lead_score,53,decimal,,,,,
mysql,erpnext_database,tabAppraisal,final_score_of_manager,54,decimal,,,,,
mysql,erpnext_database,tabAppraisal,remark,55,text,65535,,,,
mysql,erpnext_database,tabAppraisal,company1,56,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabPOS Opening Entry Detail,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabVolunteer,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabVolunteer,email,21,varchar,140,UNIQUE,,,
mysql,erpnext_database,tabWork Order Item,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabDocument Naming Rule Condition,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabStudent Admission Program,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabAppraisal,year,57,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,designation,58,varchar,140,FOREIGN KEY,erpnext_database,tabDesignation,name
mysql,erpnext_database,tabAppraisal,employee_image,59,text,65535,,,,
mysql,erpnext_database,tabAppraisal,final_score,60,decimal,,,,,
mysql,erpnext_database,tabAppraisal,appraisal_template,61,varchar,140,FOREIGN KEY,erpnext_database,tabAppraisal Template,name
mysql,erpnext_database,tabAppraisal,rate_goals_manually,62,int,,,,,
mysql,erpnext_database,tabAppraisal,goal_score_percentage,63,decimal,,,,,
mysql,erpnext_database,tabAppraisal,avg_feedback_score,64,decimal,,,,,
mysql,erpnext_database,tabAppraisal,self_score,65,decimal,,,,,
mysql,erpnext_database,tabAppraisal,reflections,66,longtext,4294967295,,,,
mysql,erpnext_database,tabAppraisal,hgf,67,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,ddd,68,varchar,140,,,,
mysql,erpnext_database,tabAppraisal,date,69,date,,,,,
mysql,erpnext_database,tabPOS Opening Entry Detail,creation,2,datetime,,,,,
mysql,erpnext_database,tabPOS Opening Entry Detail,modified,3,datetime,,,,,
mysql,erpnext_database,tabPOS Opening Entry Detail,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPOS Opening Entry Detail,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPOS Opening Entry Detail,docstatus,6,int,,,,,
mysql,erpnext_database,tabPOS Opening Entry Detail,parent,7,varchar,140,,,,
mysql,erpnext_database,tabPOS Opening Entry Detail,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabPOS Opening Entry Detail,parenttype,9,varchar,140,,,,
